,0,1,2,3,4,5,6,7,8,9,10,11,12,13
27,2,4,8,2.0,1.0,1.0,1.0,1.0,0.3,0.09,0.09,0.6,1.2311444133449163,-3
28,2,4,8,2.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,0.010000000000000002,0.2,1.0717734625362931,-4
29,2,4,8,2.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,0.04000000000000001,0.4,1.148698354997035,-5
30,3,9,27,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4
31,3,9,27,3.0,1.0,1.0,1.0,1.0,0.9,0.81,0.7290000000000001,2.7,2.6878753795222865,3
32,3,9,27,3.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.5120000000000001,2.4000000000000004,2.4082246852806923,2
33,3,9,27,3.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.3429999999999999,2.0999999999999996,2.157669279974593,1
34,3,9,27,3.0,1.0,1.0,1.0,1.0,0.6,0.36,0.21599999999999997,1.7999999999999998,1.9331820449317627,0
35,3,9,27,3.0,1.0,1.0,1.0,1.0,0.5,0.25,0.125,1.5,1.7320508075688772,-1
36,3,9,27,3.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.06400000000000002,1.2000000000000002,1.5518455739153598,-2
37,3,9,27,3.0,1.0,1.0,1.0,1.0,0.3,0.09,0.026999999999999996,0.8999999999999999,1.3903891703159093,-3
38,3,9,27,3.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,0.008000000000000002,0.6000000000000001,1.2457309396155174,-4
39,3,9,27,3.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,0.0010000000000000002,0.30000000000000004,1.1161231740339044,-5
40,4,16,64,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4
41,4,16,64,4.0,1.0,1.0,1.0,1.0,0.9,0.81,0.6561,3.6,3.4822022531844965,3
42,4,16,64,4.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.4096000000000001,3.2,3.0314331330207964,2
43,4,16,64,4.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.24009999999999995,2.8,2.6390158215457884,1
44,4,16,64,4.0,1.0,1.0,1.0,1.0,0.6,0.36,0.1296,2.4,2.2973967099940698,0
45,4,16,64,4.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0625,2.0,2.0,-1
46,4,16,64,4.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.025600000000000005,1.6,1.7411011265922482,-2
47,4,16,64,4.0,1.0,1.0,1.0,1.0,0.3,0.09,0.0081,1.2,1.515716566510398,-3
48,4,16,64,4.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,0.0016000000000000003,0.8,1.3195079107728942,-4
49,4,16,64,4.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,0.00010000000000000002,0.4,1.148698354997035,-5
50,5,25,125,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4
51,5,25,125,5.0,1.0,1.0,1.0,1.0,0.9,0.81,0.5904900000000001,4.5,4.256699612603923,3
52,5,25,125,5.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.3276800000000001,4.0,3.623898318388478,2
53,5,25,125,5.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.16806999999999994,3.5,3.0851693136000478,1
54,5,25,125,5.0,1.0,1.0,1.0,1.0,0.6,0.36,0.07775999999999998,3.0,2.626527804403767,0
55,5,25,125,5.0,1.0,1.0,1.0,1.0,0.5,0.25,0.03125,2.5,2.23606797749979,-1
56,5,25,125,5.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.010240000000000003,2.0,1.9036539387158786,-2
57,5,25,125,5.0,1.0,1.0,1.0,1.0,0.3,0.09,0.0024299999999999994,1.5,1.6206565966927624,-3
58,5,25,125,5.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,0.0003200000000000001,1.0,1.379729661461215,-4
59,5,25,125,5.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000003e-05,0.5,1.174618943088019,-5
60,6,36,216,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,4
61,6,36,216,6.0,1.0,1.0,1.0,1.0,0.9,0.81,0.531441,5.4,5.015752812467621,3
62,6,36,216,6.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.2621440000000001,4.800000000000001,4.192962712629476,2
63,6,36,216,6.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.11764899999999996,4.199999999999999,3.5051440864071925,1
64,6,36,216,6.0,1.0,1.0,1.0,1.0,0.6,0.36,0.04665599999999999,3.5999999999999996,2.930156051583521,0
65,6,36,216,6.0,1.0,1.0,1.0,1.0,0.5,0.25,0.015625,3.0,2.449489742783178,-1
66,6,36,216,6.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.0040960000000000015,2.4000000000000004,2.0476725110792193,-2
67,6,36,216,6.0,1.0,1.0,1.0,1.0,0.3,0.09,0.0007289999999999998,1.7999999999999998,1.711769859409705,-3
68,6,36,216,6.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,6.400000000000002e-05,1.2000000000000002,1.4309690811052556,-4
69,6,36,216,6.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000004e-06,0.6000000000000001,1.1962311988513155,-5
70,7,49,343,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,4
71,7,49,343,7.0,1.0,1.0,1.0,1.0,0.9,0.81,0.4782969000000001,6.3,5.76219877795131,3
72,7,49,343,7.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.20971520000000007,5.6000000000000005,4.743276393803367,2
73,7,49,343,7.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.08235429999999996,4.8999999999999995,3.9045287771227217,1
74,7,49,343,7.0,1.0,1.0,1.0,1.0,0.6,0.36,0.027993599999999993,4.2,3.2140958497160383,0
75,7,49,343,7.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0078125,3.5,2.6457513110645907,-1
76,7,49,343,7.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.0016384000000000006,2.8000000000000003,2.17790642448278,-2
77,7,49,343,7.0,1.0,1.0,1.0,1.0,0.3,0.09,0.00021869999999999995,2.1,1.792789962520997,-3
78,7,49,343,7.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,1.2800000000000005e-05,1.4000000000000001,1.4757731615945522,-4
79,7,49,343,7.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000004e-07,0.7000000000000001,1.214814044039067,-5
80,8,64,512,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4
81,8,64,512,8.0,1.0,1.0,1.0,1.0,0.9,0.81,0.4304672100000001,7.2,6.498019170849885,3
82,8,64,512,8.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.1677721600000001,6.4,5.278031643091578,2
83,8,64,512,8.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.05764800999999997,5.6,4.2870938501451725,1
84,8,64,512,8.0,1.0,1.0,1.0,1.0,0.6,0.36,0.016796159999999994,4.8,3.4822022531844965,0
85,8,64,512,8.0,1.0,1.0,1.0,1.0,0.5,0.25,0.00390625,4.0,2.8284271247461903,-1
86,8,64,512,8.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.0006553600000000003,3.2,2.29739670999407,-2
87,8,64,512,8.0,1.0,1.0,1.0,1.0,0.3,0.09,6.560999999999998e-05,2.4,1.8660659830736148,-3
88,8,64,512,8.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,2.5600000000000013e-06,1.6,1.5157165665103982,-4
89,8,64,512,8.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000005e-08,0.8,1.2311444133449163,-5
90,9,81,729,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,4
91,9,81,729,9.0,1.0,1.0,1.0,1.0,0.9,0.81,0.3874204890000001,8.1,7.224674055842076,3
92,9,81,729,9.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.13421772800000006,7.2,5.799546134795289,2
93,9,81,729,9.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.04035360699999998,6.3,4.655536721746079,1
94,9,81,729,9.0,1.0,1.0,1.0,1.0,0.6,0.36,0.010077695999999997,5.3999999999999995,3.7371928188465517,0
95,9,81,729,9.0,1.0,1.0,1.0,1.0,0.5,0.25,0.001953125,4.5,3.0,-1
96,9,81,729,9.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.0002621440000000001,3.6,2.4082246852806923,-2
97,9,81,729,9.0,1.0,1.0,1.0,1.0,0.3,0.09,1.9682999999999994e-05,2.6999999999999997,1.9331820449317627,-3
98,9,81,729,9.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,5.120000000000002e-07,1.8,1.5518455739153598,-4
99,9,81,729,9.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000005e-09,0.9,1.2457309396155174,-5
100,10,100,1000,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,4
101,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.9,0.81,0.3486784401000001,9.0,7.943282347242816,3
102,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.10737418240000006,8.0,6.309573444801933,2
103,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.02824752489999998,7.0,5.011872336272722,1
104,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.6,0.36,0.006046617599999997,6.0,3.9810717055349722,0
105,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0009765625,5.0,3.1622776601683795,-1
106,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,0.00010485760000000006,4.0,2.51188643150958,-2
107,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.3,0.09,5.9048999999999975e-06,3.0,1.9952623149688795,-3
108,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,1.0240000000000006e-07,2.0,1.5848931924611136,-4
109,10,100,1000,10.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000006e-10,1.0,1.2589254117941673,-5
110,11,121,1331,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,4
111,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.9,0.81,0.31381059609000006,9.9,8.654727864164496,3
112,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.08589934592000005,8.8,6.809483127522302,2
113,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.019773267429999988,7.699999999999999,5.357656669484113,1
114,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.6,0.36,0.0036279705599999985,6.6,4.2153691330919,0
115,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.5,0.25,0.00048828125,5.5,3.3166247903554,-1
116,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,4.1943040000000025e-05,4.4,2.6094986352788734,-2
117,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.3,0.09,1.7714699999999993e-06,3.3,2.053136413658844,-3
118,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,2.0480000000000012e-08,2.2,1.615394266202178,-4
119,11,121,1331,11.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000006e-11,1.1,1.2709816152101407,-5
120,12,144,1728,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,4
121,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.9,0.81,0.2824295364810001,10.8,9.359725702851641,3
122,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.06871947673600004,9.600000000000001,7.30037210271847,2
123,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.01384128720099999,8.399999999999999,5.69412336751626,1
124,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.6,0.36,0.002176782335999999,7.199999999999999,4.44128606984584,0
125,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.5,0.25,0.000244140625,6.0,3.4641016151377544,-1
126,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,1.677721600000001e-05,4.800000000000001,2.701920077041227,-2
127,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.3,0.09,5.314409999999998e-07,3.5999999999999996,2.107435899344471,-3
128,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,4.096000000000002e-09,2.4000000000000004,1.6437518295172258,-4
129,12,144,1728,12.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000006e-12,1.2000000000000002,1.2820888539868154,-5
130,13,169,2197,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,4
131,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.9,0.81,0.2541865828329001,11.700000000000001,10.058865869794325,3
132,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.054975581388800036,10.4,7.783137122039472,2
133,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.009688901040699992,9.1,6.022271719754773,1
134,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.6,0.36,0.0013060694015999993,7.8,4.659786420036066,0
135,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.5,0.25,0.0001220703125,6.5,3.605551275463989,-1
136,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,6.7108864000000044e-06,5.2,2.789827435889086,-2
137,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.3,0.09,1.5943229999999992e-07,3.9,2.1586538444215795,-3
138,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,8.192000000000005e-10,2.6,1.6702776523348104,-4
139,13,169,2197,13.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000007e-13,1.3,1.2923922207808318,-5
140,14,196,2744,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,4
141,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.9,0.81,0.2287679245496101,12.6,10.752643127243294,3
142,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.043980465111040035,11.200000000000001,8.258523872989459,2
143,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.006782230728489994,9.799999999999999,6.342925711719625,1
144,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.6,0.36,0.0007836416409599996,8.4,4.871658325766914,0
145,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.5,0.25,6.103515625e-05,7.0,3.7416573867739413,-1
146,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,2.684354560000002e-06,5.6000000000000005,2.8737647560281374,-2
147,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.3,0.09,4.782968999999997e-08,4.2,2.2071833466585673,-3
148,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,1.6384000000000013e-10,2.8000000000000003,1.6952182030724354,-4
149,14,196,2744,14.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000008e-14,1.4000000000000001,1.3020054543174677,-5
150,15,225,3375,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,4
151,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.9,0.81,0.20589113209464907,13.5,11.44147808674014,3
152,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.03518437208883203,12.0,8.727161387290321,2
153,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.004747561509942996,10.5,6.656775051475125,1
154,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.6,0.36,0.00047018498457599973,9.0,5.077556391987407,0
155,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.5,0.25,3.0517578125e-05,7.5,3.872983346207417,-1
156,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,1.073741824000001e-06,6.0,2.9541769390627777,-2
157,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.3,0.09,1.4348906999999992e-08,4.5,2.2533433808426553,-3
158,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000009e-15,1.5,1.31101942303975,-4
159,15,225,3375,15.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,3.276800000000003e-11,3.0,1.7187719275874789,-5
160,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.3,0.09,4.3046720999999976e-09,4.8,2.2973967099940698,4
161,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.0000000000000008e-16,1.6,1.3195079107728942,3
162,16,256,4096,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,2
163,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.9,0.81,0.18530201888518416,14.4,12.125732532083186,1
164,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.028147497671065624,12.8,9.18958683997628,0
165,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.0033232930569600965,11.2,6.964404506368992,-1
166,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.6,0.36,0.00028211099074559984,9.6,5.278031643091577,-2
167,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.5,0.25,1.52587890625e-05,8.0,4.0,-3
168,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,4.2949672960000036e-07,6.4,3.0314331330207964,-4
169,16,256,4096,16.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,6.5536000000000055e-12,3.2,1.7411011265922482,-5
170,17,289,4913,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,4
171,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.9,0.81,0.16677181699666577,15.3,12.805720813725664,3
172,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.022517998136852502,13.600000000000001,9.646263856416864,2
173,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.0023263051398720674,11.899999999999999,7.26631540240041,1
174,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.6,0.36,0.00016926659444735988,10.2,5.473553316918489,0
175,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.5,0.25,7.62939453125e-06,8.5,4.123105625617661,-1
176,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,1.7179869184000017e-07,6.800000000000001,3.1058435015977324,-2
177,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.3,0.09,1.291401629999999e-09,5.1,2.3395626336814512,-3
178,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,1.3107200000000013e-12,3.4000000000000004,1.762340347832317,-4
179,17,289,4913,17.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.000000000000001e-17,1.7000000000000002,1.3275316748885193,-5
180,18,324,5832,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,18.0,4
181,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.9,0.81,0.15009463529699918,16.2,13.481718494401385,3
182,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.018014398509482003,14.4,10.097596309015797,2
183,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.001628413597910447,12.6,7.56294171712541,1
184,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.6,0.36,0.00010155995666841593,10.799999999999999,5.664525067769412,0
185,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.5,0.25,3.814697265625e-06,9.0,4.242640687119285,-1
186,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,6.871947673600007e-08,7.2,3.177671523146437,-2
187,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.3,0.09,3.8742048899999975e-10,5.3999999999999995,2.3800262745964407,-3
188,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,2.6214400000000027e-13,3.6,1.7826024579660034,-4
189,18,324,5832,18.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.000000000000001e-18,1.8,1.335141362540313,-5
190,19,361,6859,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,19.0,4
191,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.9,0.81,0.13508517176729928,17.1,14.153969025366557,3
192,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.8,0.6400000000000001,0.014411518807585602,15.200000000000001,10.543938903738733,2
193,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.7,0.48999999999999994,0.001139889518537313,13.299999999999999,7.85466234994081,1
194,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.6,0.36,6.093597400104956e-05,11.4,5.851297242409216,0
195,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.5,0.25,1.9073486328125e-06,9.5,4.358898943540674,-1
196,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.4,0.16000000000000003,2.748779069440003e-08,7.6000000000000005,3.2471431911356685,-2
197,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.3,0.09,1.1622614669999992e-10,5.7,2.4189454814875875,-3
198,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.2,0.04000000000000001,5.2428800000000056e-14,3.8000000000000003,1.8019831273171423,-4
199,19,361,6859,19.0,1.0,1.0,1.0,1.0,0.1,0.010000000000000002,1.000000000000001e-19,1.9000000000000001,1.3423796509621049,-5
200,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,1.0,0.0,0.0,4
201,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,1.0,0.0,0.0,3
202,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.22202484134768558,0.09,1.0,0.0,0.0,2
203,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,1.0,0.0,0.0,1
204,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.42044820762685725,0.25,1.0,0.0,0.0,0
205,0,0,0,0.0,1.0,1.5625,1.953125,1.25,1.0,1.0,1.0,0.0,0.0,-1
206,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.528067042076036,0.36,1.0,0.0,0.0,-2
207,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.8766033717827671,0.81,1.0,0.0,0.0,-3
208,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,1.0,0.0,0.0,-4
209,0,0,0,0.0,1.0,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,1.0,0.0,0.0,-5
210,1,1,1,1.0,1.25,1.5625,1.953125,1.25,1.0,1.0,1.0,1.25,1.0,4
211,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.9,1.125,1.0,3
212,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.8,1.0,1.0,2
213,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.6402838534600861,0.48999999999999994,0.7,0.875,1.0,1
214,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.528067042076036,0.36,0.6,0.75,1.0,0
215,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.42044820762685725,0.25,0.5,0.625,1.0,-1
216,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.3181082915068203,0.16000000000000003,0.4,0.5,1.0,-2
217,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.22202484134768558,0.09,0.3,0.375,1.0,-3
218,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.1337480609952844,0.04000000000000001,0.2,0.25,1.0,-4
219,1,1,1,1.0,1.25,1.5625,1.953125,1.25,0.05623413251903491,0.010000000000000002,0.1,0.125,1.0,-5
220,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,1.0,1.0,1.0,2.5,2.0,4
221,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.8766033717827671,0.81,0.81,2.25,1.8660659830736148,3
222,2,4,8,2.378414230005442,1.5625,1.5625,1.953125,1.25,0.7565932872025407,0.6400000000000001,0.6400000000000001,2.0,1.7411011265922482,2
